trial_start_unix,task_start_unix,model,rep,condition,mode,wall_s,calls,words,word_count_pass,answer_sha256,prompt_signature,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens,decode_tps,work_signature,cache_signature,normalized_citations,unread_citations,citation_check_pass,mechanical_final_pass,opened_sources,task_status,generated_tokens,effective_tps,trial_host_swapout_bytes,campaign,peak_mlx_gb,first_ttft_s
1789143889.994942,1789143904.978663,4b,0,video,agentic,11.30674450006336,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,83.80542026819853,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,41.65655286518243,0,rerun_20260911,5.532877313,0.21831249992828816
1789144582.03163,1789144607.1907,4b,1,browser,one_shot,4.663073500036262,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,67.86623928147019,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,55.97166761321055,0,rerun_20260911,4.873351152,0.8047467089490965
1789144582.03163,1789144593.090882,4b,1,browser,agentic,14.097910666023381,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,67.81277333245586,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,33.409205885743894,0,rerun_20260911,5.532877313,0.7170521670486778
1789144502.4613912,1789144529.6187599,4b,1,combined,one_shot,5.131648499984294,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,61.42392603760132,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,50.86084910157015,0,rerun_20260911,4.873351152,0.8649874170077965
1789144502.4613912,1789144514.255033,4b,1,combined,agentic,15.36333129205741,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,62.46799441173235,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,30.6574134897097,0,rerun_20260911,5.532877321,0.7649095420492813
1789144282.679629,1789144305.949086,4b,1,fault,one_shot,4.332683457992971,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,72.94258079054241,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,60.23980346833439,0,rerun_20260911,4.873351152,0.7436618329957128
1789144282.679629,1789144292.5216188,4b,1,fault,agentic,13.427106749964878,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,72.05610462130674,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,35.078294138179245,0,rerun_20260911,5.532877305,0.7847456249874085
1789144543.4126751,1789144568.006597,4b,1,game,one_shot,4.964325999957509,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,63.549142935838525,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,52.57511291608044,0,rerun_20260911,4.873351152,0.8458625830244273
1789144543.4126751,1789144553.456208,4b,1,game,agentic,14.548682250082493,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,64.82864013385344,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,32.37406604280806,0,rerun_20260911,5.532877321,0.35173599992413074
1789144319.0875862,1789144392.1219919,4b,1,gpu,one_shot,24.167527084005997,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,12.64378337263535,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,10.799615496147684,0,rerun_20260911,4.873367536,3.472653542063199
1789144319.0875862,1789144328.678726,4b,1,gpu,agentic,63.44180683395825,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,12.42029489411997,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,7.424126510657475,0,rerun_20260911,5.636844297,1.0354935419745743
1789144657.951209,1789144680.4567611,4b,1,quiet,one_shot,4.262318875058554,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,74.36929813191622,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,61.234273561105745,0,rerun_20260911,4.873351152,0.7400748329237103
1789144657.951209,1789144667.8320699,4b,1,quiet,agentic,12.624380999943241,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,74.78798162212604,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,37.308759930654624,0,rerun_20260911,5.532877313,0.30518737505190074
1789144621.10383,1789144644.65842,4b,1,video,one_shot,4.306134416954592,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,73.68876350779537,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,60.611205951296306,0,rerun_20260911,4.873351152,0.7521523339673877
1789144621.10383,1789144631.573618,4b,1,video,agentic,13.084114874945953,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,72.29325366803047,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,35.997849644525196,0,rerun_20260911,5.532877305,0.35635812499094754
1789144764.632458,1789144775.335499,4b,2,browser,one_shot,5.074946834007278,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,68.32557841099617,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,51.429110202896304,0,rerun_20260911,4.873351152,1.2293437089538202
1789144764.632458,1789144780.4108732,4b,2,browser,agentic,13.59548433299642,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,67.94161209741102,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,34.643855890950256,0,rerun_20260911,5.532877321,0.2499820840312168
1789144842.428509,1789144853.6530821,4b,2,combined,one_shot,5.616481584031135,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,61.82699907903312,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,46.470374040231725,0,rerun_20260911,4.873351152,1.3730800839839503
1789144842.428509,1789144859.270546,4b,2,combined,agentic,14.916552290902473,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,62.0875761008694,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,31.575661105499588,0,rerun_20260911,5.532877321,0.2721152090234682
1789145063.1601121,1789145072.46992,4b,2,fault,one_shot,4.967312082997523,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,70.02730192827565,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,52.54350756284667,0,rerun_20260911,4.873351152,1.2196110000368208
1789145063.1601121,1789145077.437514,4b,2,fault,agentic,13.253927250043489,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,70.25824049419079,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,35.53663688613158,0,rerun_20260911,5.532877313,0.2461655419319868
1789144803.2736452,1789144813.721919,4b,2,game,one_shot,5.021842792048119,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,64.11077425251715,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,51.97295311858084,0,rerun_20260911,4.873351152,0.9294339579064399
1789144803.2736452,1789144818.744222,4b,2,game,agentic,14.534838084015064,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,64.44575373129699,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,32.40490174555094,0,rerun_20260911,5.532877321,0.2723235000157729
1789144882.844699,1789144892.259728,4b,2,gpu,one_shot,25.211152250063606,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,11.940600453651438,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,10.35256133520599,0,rerun_20260911,4.873367536,3.297035833937116
1789144882.844699,1789144917.4709718,4b,2,gpu,agentic,63.50984483293723,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,12.382675342450552,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,7.416173055358054,0,rerun_20260911,5.636844297,1.0479835419682786
1789144693.4366322,1789144703.591156,4b,2,quiet,one_shot,4.347566458047368,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,74.1575377034403,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,60.03358488445592,0,rerun_20260911,4.873351152,0.8137252499582246
1789144693.4366322,1789144707.938984,4b,2,quiet,agentic,12.548474041977897,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,74.88027156193017,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,37.53444430170417,0,rerun_20260911,5.532877321,0.23423491697758436
1789144728.9447758,1789144739.238018,4b,2,video,one_shot,4.400610959040932,1,174,False,e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,74.05748461039776,"[[1126, 261, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]e845fb3f20e6acaec1d3db9831f6b2df52f3d4157747a52c95e1470c5c80d150",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,261,59.309946375464705,0,rerun_20260911,4.873351152,0.8597814999520779
1789144728.9447758,1789144743.639168,4b,2,video,agentic,12.627517041983083,6,88,False,af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f,786c285d64a47433eae27cb56e28e3f8600f16a2de45ef7f130bc9fb07c16433,,,,,74.29556448698997,"[[281, 41, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 108, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1304, 150, ""7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4""], [1503, 11, ""67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e""], [1685, 150, ""917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d""]]af10205197cefd07b3f116784e21b9dedb0eabfae9e4d28798ef8a581322072f",,"S1,S2,S4",,True,False,"S1,S2,S4",completed,471,37.29949430549586,0,rerun_20260911,5.532877321,0.24380512500647455
1789153325.7362251,1789153340.7032802,9b,0,browser,one_shot,8.993879083078355,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,40.011108282305926,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,29.24210983610227,1221066752,paging_9b_allcases_20260911,8.270123404,2.3940299169626087
1789153325.7362251,1789153349.69759,9b,0,browser,agentic,13.71113145898562,4,162,False,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,290f4977591fa5bbbb87504c843858738463bc082c4137bd36aed120390b098d,,,,,39.95942472622011,"[[281, 11, ""01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde""], [1114, 11, ""219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438""], [1284, 11, ""5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f""], [1466, 230, ""76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908""]]0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395",,"S1,S2,S4,S5",S5,False,False,"S1,S2,S4",completed,263,19.181495034652475,1221066752,paging_9b_allcases_20260911,9.39361877,0.42261320899706334
1789153414.672943,1789153429.3288472,9b,0,combined,one_shot,9.116869499906898,1,176,False,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,fb3ff0c4306762d3b3f99c7fa605d504b90c5b55e2378c457d09f9bb90ac1727,,,,,40.05232488699163,"[[1126, 263, ""6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782""]]2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934",,"S1,S2,S3,S4,S5,S6",,True,False,,completed,263,28.847621434384443,1205993472,paging_9b_allcases_20260911,8.270123404,2.525990292080678
